,Name,Remote Name,Formula,Comment
232,[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_NORMALIZACAO_GERAL],[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_NORMALIZACAO (copy)_502714352506003465],(SUM([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_P1_PRESTADOR]) - SUM([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_P1_GERAL])) / SUM([DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
233,[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_NORMALIZACAO],[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_NORMALIZACAO (copy)_943504153310138390],(SUM([CUSTO_MEDIO_MATERIAIS_INTERNACOES_P1_PRESTADOR]) - SUM([DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_MEDIANA])) / SUM([DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
234,[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_NORM_MIN_MAX],[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_NORM_MIN_MAX (copy)_943504153310138391], ZN( ([DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_SOMA] - SUM([DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_MIN]))  /  (SUM([DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_MAX]) - SUM([DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
235,[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_SOMA],[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REEMBOLSO_HM_SOMA (copy)_943504153310138392],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
236,[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_DESVIO_PADRAO],[DESV_CUSTO_MEDIO_INTERNACOES_DESVIO_PADRAO (copy)_197876937981493265],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  ([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_P1]) } )) } ,// Desvio Padrão 
237,[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_FINAL],[DESV_CUSTO_MEDIO_INTERNACOES_FINAL (copy)_197876937981493264],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'  OR ISNULL(SUM([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_P1_PRESTADOR]) < SUM([DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_MEDIANA])) THEN  [DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_NORM_MIN_MAX] * -1 ELSE [DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_NORM_MIN_MAX] END ,// CALCULO FINAL 
238,[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_MAX],[DESV_CUSTO_MEDIO_INTERNACOES_MAX (copy)_197876937981493266],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_SOMA]) } )) } ,// MIN 
239,[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_MEDIANA],[DESV_CUSTO_MEDIO_INTERNACOES_MEDIANA (copy)_197876937981493267],{ FIXED : MEDIAN(( { FIXED [NME_FANTASIA_PRESTADOR] :  ([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_P1]) } )) } ,// MEDIANA 
240,[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_MIN],[DESV_CUSTO_MEDIO_INTERNACOES_MIN (copy)_197876937981493268],{ FIXED : MIN (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_SOMA]) } )) } ,// MIN 
241,[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_NORMALIZACAO],[DESV_CUSTO_MEDIO_INTERNACOES_NORMALIZACAO (copy)_197876937981493269],(SUM([CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_P1_PRESTADOR]) - SUM([DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_MEDIANA])) / SUM([DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
242,[DESV_CUSTO_MEDIO_INTERNACOES_NORMALIZACAO_GERAL],[DESV_CUSTO_MEDIO_INTERNACOES_NORMALIZACAO (copy)_502714352501956611],(SUM([CUSTO_MEDIO_INTERNACOES_P1_PRESTADOR]) - SUM([CUSTO_MEDIO_INTERNACOES_P1_GERAL])) / SUM([DESV_CUSTO_MEDIO_INTERNACOES_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
243,[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_NORM_MIN_MAX],[DESV_CUSTO_MEDIO_INTERNACOES_NORM_MIN_MAX (copy)_197876937981493270], ZN( ([DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_SOMA] - SUM([DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_MIN]))  /  (SUM([DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_MAX]) - SUM([DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
244,[DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_SOMA],[DESV_CUSTO_MEDIO_INTERNACOES_SOMA (copy)_197876937981493271],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_CUSTO_MEDIO_HOSPITALAR_INTERNACOES_REDE_HM_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
245,[DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_DESVIO_PADRAO],[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_DESVIO_PADRAO (copy)_943504153328619552],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  ([CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_P1]) } )) } ,// Desvio Padrão 
246,[DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_FINAL],[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_FINAL (copy)_943504153328619553],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'  OR ISNULL(SUM([CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_P1_PRESTADOR]) < SUM([DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_MEDIANA])) THEN  [DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_NORM_MIN_MAX] * -1 ELSE [DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_NORM_MIN_MAX] END ,// CALCULO FINAL 
247,[DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_MAX],[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_MAX (copy)_943504153328619554],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_SOMA]) } )) } ,// MIN 
248,[DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_MEDIANA],[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_MEDIANA (copy)_943504153328619555],{ FIXED : MEDIAN(( { FIXED [NME_FANTASIA_PRESTADOR] :  ([CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_P1]) } )) } ,// MEDIANA 
249,[DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_MIN],[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_MIN (copy)_943504153328619556],{ FIXED : MIN (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_SOMA]) } )) } ,// MIN 
250,[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_NORMALIZACAO_GERAL],[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_NORMALIZACAO (copy)_502714352507146251],(SUM([CUSTO_MEDIO_MATERIAIS_INTERNACOES_P1_PRESTADOR]) - SUM([CUSTO_MEDIO_MATERIAIS_INTERNACOES_P1_GERAL])) / SUM([DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
251,[DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_NORMALIZACAO],[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_NORMALIZACAO (copy)_943504153328619557],(SUM([CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_P1_PRESTADOR]) - SUM([DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_MEDIANA])) / SUM([DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
252,[DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_NORM_MIN_MAX],[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_NORM_MIN_MAX (copy)_943504153328619558], ZN( ([DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_SOMA] - SUM([DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_MIN]))  /  (SUM([DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_MAX]) - SUM([DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
253,[DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_SOMA],[DESV_CUSTO_MEDIO_MATERIAIS_INTERNACOES_SOMA (copy)_943504153328619559],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
254,[DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_NORMALIZACAO_GERAL],[DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_NORMALIZACAO (copy)_502714352508964877],(SUM([CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_P1_PRESTADOR]) - SUM([CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_P1_GERAL])) / SUM([DESV_CUSTO_MEDIO_MEDICAMENTOS_INTERNACOES_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
255,[DESV_REPRES_TOTAL_INTERNACAO_DESVIO_PADRAO],[DESV_IDADE_MEDIA_DESVIO_PADRAO (cópia)_225180022756028440],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  sum([TT_INTERNACAO_P1]) / [TT_INTERNACAO_GERAL_P1] } )) } ,// Desvio Padrão 
256,[DESV_REPRES_TOTAL_INTERNACAO_FINAL],[DESV_IDADE_MEDIA_FINAL (cópia)_225180022756028441],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'  OR ISNULL(SUM([REPRES_TOTAL_INTERNACAO_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([REPRES_TOTAL_INTERNACAO_P1_PRESTADOR]) < SUM([DESV_REPRES_TOTAL_INTERNACAO_MEDIANA])) THEN  [DESV_REPRES_TOTAL_INTERNACAO_NORM_MIN_MAX] * -1 ELSE [DESV_REPRES_TOTAL_INTERNACAO_NORM_MIN_MAX] END ,// CALCULO FINAL 
257,[DESV_REPRES_TOTAL_INTERNACAO_MAX],[DESV_IDADE_MEDIA_MAX (cópia)_225180022756028442],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_REPRES_TOTAL_INTERNACAO_SOMA]) } )) } ,// MIN 
258,[DESV_REPRES_TOTAL_INTERNACAO_MEDIANA],[DESV_IDADE_MEDIA_MEDIANA (cópia)_225180022756028443],{ FIXED : MEDIAN(( { FIXED [NME_FANTASIA_PRESTADOR] :  sum([TT_INTERNACAO_P1]) / [TT_INTERNACAO_GERAL_P1] } )) } ,// MEDIANA 
259,[DESV_REPRES_TOTAL_INTERNACAO_MIN],[DESV_IDADE_MEDIA_MIN (cópia)_225180022756028444],{ FIXED : MIN (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_REPRES_TOTAL_INTERNACAO_SOMA]) } )) } ,// MIN 
260,[DESV_IDADE_MEDIA_NORMALIZACAO_GERAL],[DESV_IDADE_MEDIA_NORMALIZACAO (copy)_847802685640749057],(SUM([IDADE_MEDIA_P1_PRESTADOR]) - SUM([IDADE_MEDIA_P1_GERAL])) / SUM([DESV_IDADE_MEDIA_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
261,[DESV_REPRES_TOTAL_INTERNACAO_NORMALIZACAO],[DESV_IDADE_MEDIA_NORMALIZACAO (cópia)_225180022756028445],(SUM([REPRES_TOTAL_INTERNACAO_P1_PRESTADOR]) - SUM([DESV_REPRES_TOTAL_INTERNACAO_MEDIANA])) / SUM([DESV_REPRES_TOTAL_INTERNACAO_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
262,[DESV_REPRES_TOTAL_INTERNACAO_NORM_MIN_MAX],[DESV_IDADE_MEDIA_NORM_MIN_MAX (cópia)_225180022756028446], ZN( ([DESV_REPRES_TOTAL_INTERNACAO_SOMA] - SUM([DESV_REPRES_TOTAL_INTERNACAO_MIN]))  /  (SUM([DESV_REPRES_TOTAL_INTERNACAO_MAX]) - SUM([DESV_REPRES_TOTAL_INTERNACAO_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
263,[DESV_REPRES_TOTAL_INTERNACAO_SOMA],[DESV_IDADE_MEDIA_SOMA (cópia)_225180022756028447],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_REPRES_TOTAL_INTERNACAO_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
264,[DESV_QTD_INTERNACAO_DESVIO_PADRAO],[DESV_QTD_INTERNACAO_MEDIANA (copy)_989103094234337308],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([TT_INTERNACAO_P1]) } )) } ,// Desvio Padrão 
265,[DESV_QTD_INTERNACAO_NORMALIZACAO],[DESV_QTD_INTERNACAO_MEDIANA (copy)_989103094234984477],([TT_INTERNACAO_P1] - [DESV_QTD_INTERNACAO_MEDIANA]) / [DESV_QTD_INTERNACAO_DESVIO_PADRAO] ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
266,[DESV_REPRES_TOTAL_INTERNACAO_NORMALIZACAO_GERAL],[DESV_REPRES_TOTAL_INTERNACAO_NORMALIZACAO (copy)_847802685641293827],(SUM([REPRES_TOTAL_INTERNACAO_P1_PRESTADOR]) - SUM([REPRES_TOTAL_INTERNACAO_P1_GERAL])) / SUM([DESV_REPRES_TOTAL_INTERNACAO_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
267,[DESV_TAXA_SINISTRO_REEMBOLSO_DESVIO_PADRAO],[DESV_SINISTRO_DESVIO_PADRAO (copy)_597008454596628519],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  ([TAXA_SINISTRO_REEMBOLSO_P1]) } )) } ,// Desvio Padrão 
268,[DESV_QTD_BENEFICIARIO_DESVIO_PADRAO],[DESV_SINISTRO_DESVIO_PADRAO (cópia)_225180022746836993],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([QTD_BENEFICIARIO_P1]) } )) } ,// Desvio Padrão 
269,[DESV_IDADE_MEDIA_DESVIO_PADRAO],[DESV_SINISTRO_DESVIO_PADRAO (cópia)_225180022752038925],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([QTD_IDADE_P1]) / SUM([TT_INTERNACAO_P1]) } )) } ,// Desvio Padrão 
270,[DESV_TAXA_REEMBOLSO_SINISTRO_FINAL],[DESV_SINISTRO_FINAL (copy)_597008454596628520],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'  OR ISNULL(SUM([TAXA_SINISTRO_REEMBOLSO_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([TAXA_SINISTRO_REEMBOLSO_P1_PRESTADOR]) < SUM([DESV_TAXA_SINISTRO_REEMBOLSO_MEDIANA])) THEN  [DESV_TAXA_SINISTRO_REEMBOLSO_NORM_MIN_MAX] * -1 ELSE [DESV_TAXA_SINISTRO_REEMBOLSO_NORM_MIN_MAX] END ,// CALCULO FINAL 
271,[DESV_QTD_BENEFICIARIO_FINAL],[DESV_SINISTRO_FINAL (cópia)_225180022746836994],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'  OR ISNULL(SUM([QTD_BENEFICIARIO_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([QTD_BENEFICIARIO_P1_PRESTADOR]) < SUM([DESV_QTD_BENEFICIARIO_MEDIANA])) THEN  [DESV_QTD_BENEFICIARIO_NORM_MIN_MAX] * -1 ELSE [DESV_QTD_BENEFICIARIO_NORM_MIN_MAX] END ,// CALCULO FINAL 
272,[DESV_IDADE_MEDIA_FINAL],[DESV_SINISTRO_FINAL (cópia)_225180022752038926],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'  OR ISNULL(SUM([IDADE_MEDIA_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([IDADE_MEDIA_P1_PRESTADOR]) < SUM([DESV_IDADE_MEDIA_MEDIANA])) THEN  [DESV_IDADE_MEDIA_NORM_MIN_MAX] * -1 ELSE [DESV_IDADE_MEDIA_NORM_MIN_MAX] END ,// CALCULO FINAL 
273,[DESV_TAXA_SINISTRO_REEMBOLSO_MAX],[DESV_SINISTRO_MAX (copy)_597008454596628521],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TAXA_SINISTRO_REEMBOLSO_SOMA]) } )) } ,// MIN 
274,[DESV_QTD_BENEFICIARIO_MAX],[DESV_SINISTRO_MAX (cópia)_225180022746836995],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_QTD_BENEFICIARIO_SOMA]) } )) } ,// MIN 
275,[DESV_IDADE_MEDIA_MAX],[DESV_SINISTRO_MAX (cópia)_225180022752038927],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_IDADE_MEDIA_SOMA]) } )) } ,// MIN 
276,[DESV_TAXA_SINISTRO_REEMBOLSO_MEDIANA],[DESV_SINISTRO_MEDIANA (copy)_597008454596628522],{ FIXED : MEDIAN(( { FIXED [NME_FANTASIA_PRESTADOR] :  ([TAXA_SINISTRO_REEMBOLSO_P1]) } )) } ,// MEDIANA 
277,[DESV_QTD_BENEFICIARIO_MEDIANA],[DESV_SINISTRO_MEDIANA (cópia)_225180022746836996],{ FIXED : MEDIAN(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([QTD_BENEFICIARIO_P1]) } )) } ,// MEDIANA 
278,[DESV_IDADE_MEDIA_MEDIANA],[DESV_SINISTRO_MEDIANA (cópia)_225180022752038928],{ FIXED : MEDIAN(( { FIXED [NME_FANTASIA_PRESTADOR] :  SUM([QTD_IDADE_P1]) / SUM([TT_INTERNACAO_P1]) } )) } ,// MEDIANA 
279,[DESV_TAXA_SINISTRO_REEMBOLSO_MIN],[DESV_SINISTRO_MIN (copy)_597008454596628523],{ FIXED : MIN (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TAXA_SINISTRO_REEMBOLSO_SOMA]) } )) } ,// MIN 
280,[DESV_QTD_BENEFICIARIO_MIN],[DESV_SINISTRO_MIN (cópia)_225180022746836997],{ FIXED : MIN (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_QTD_BENEFICIARIO_SOMA]) } )) } ,// MIN 
281,[DESV_IDADE_MEDIA_MIN],[DESV_SINISTRO_MIN (cópia)_225180022752038929],{ FIXED : MIN (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_IDADE_MEDIA_SOMA]) } )) } ,// MIN 
282,[DESV_TAXA_SINISTRO_REEMBOLSO_NORMALIZACAO],[DESV_SINISTRO_NORMALIZACAO (copy)_597008454596628524],(SUM([TAXA_SINISTRO_REEMBOLSO_P1_PRESTADOR]) - SUM([DESV_TAXA_SINISTRO_REEMBOLSO_MEDIANA])) / SUM([DESV_TAXA_SINISTRO_REEMBOLSO_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
283,[DESV_QTD_BENEFICIARIO_NORMALIZACAO],[DESV_SINISTRO_NORMALIZACAO (cópia)_225180022746836998],(SUM([QTD_BENEFICIARIO_P1_PRESTADOR]) - SUM([DESV_QTD_BENEFICIARIO_MEDIANA])) / SUM([DESV_QTD_BENEFICIARIO_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
284,[DESV_IDADE_MEDIA_NORMALIZACAO],[DESV_SINISTRO_NORMALIZACAO (cópia)_225180022752038930],(SUM([IDADE_MEDIA_P1_PRESTADOR]) - SUM([DESV_IDADE_MEDIA_MEDIANA])) / SUM([DESV_IDADE_MEDIA_DESVIO_PADRAO]) ,// (INDICADOR - MEDIANA) / DESVIO PADRÃO 
285,[DESV_TAXA_SINISTRO_REEMBOLSO_NORM_MIN_MAX],[DESV_SINISTRO_NORM_MIN_MAX (copy)_597008454596628525], ZN( ([DESV_TAXA_SINISTRO_REEMBOLSO_SOMA] - SUM([DESV_TAXA_SINISTRO_REEMBOLSO_MIN]))  /  (SUM([DESV_TAXA_SINISTRO_REEMBOLSO_MAX]) - SUM([DESV_TAXA_SINISTRO_REEMBOLSO_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
286,[DESV_QTD_BENEFICIARIO_NORM_MIN_MAX],[DESV_SINISTRO_NORM_MIN_MAX (cópia)_225180022746836999], ZN( ([DESV_QTD_BENEFICIARIO_SOMA] - SUM([DESV_QTD_BENEFICIARIO_MIN]))  /  (SUM([DESV_QTD_BENEFICIARIO_MAX]) - SUM([DESV_QTD_BENEFICIARIO_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
287,[DESV_IDADE_MEDIA_NORM_MIN_MAX],[DESV_SINISTRO_NORM_MIN_MAX (cópia)_225180022752038931], ZN( ([DESV_IDADE_MEDIA_SOMA] - SUM([DESV_IDADE_MEDIA_MIN]))  /  (SUM([DESV_IDADE_MEDIA_MAX]) - SUM([DESV_IDADE_MEDIA_MIN])) ) ,// (x - x_minimo) / (x_maximo - x_minimo) 
288,[DESV_TAXA_SINISTRO_REEMBOLSO_SOMA],[DESV_SINISTRO_SOMA (copy)_597008454596628526],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_TAXA_SINISTRO_REEMBOLSO_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
289,[DESV_QTD_BENEFICIARIO_SOMA],[DESV_SINISTRO_SOMA (cópia)_225180022746837000],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_QTD_BENEFICIARIO_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
290,[DESV_IDADE_MEDIA_SOMA],[DESV_SINISTRO_SOMA (cópia)_225180022752038932],SUM([DESV_QTD_INTERNACAO_NORMALIZACAO]) + [DESV_IDADE_MEDIA_NORMALIZACAO] ,// SOMA DAS NORMALIZAÇÕES 
291,[DESV_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_DESVIO_PADRAO],[DESV_TAXA_INTERNACAO_UTI_ADULTO_DESVIO_PADRAO (copy)_895653424630313008],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  ([TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1]) } )) } ,// Desvio Padrão 
292,[DESV_TAXA_INTERNACAO_UTI_NEO_DESVIO_PADRAO],[DESV_TAXA_INTERNACAO_UTI_ADULTO_DESVIO_PADRAO (copy)_895653424714305631],{ FIXED : STDEVP(( { FIXED [NME_FANTASIA_PRESTADOR] :  ([TAXA_INTERNACAO_UTI_NEO_P1]) } )) } ,// Desvio Padrão 
293,[DESV_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_FINAL],[DESV_TAXA_INTERNACAO_UTI_ADULTO_FINAL (copy)_895653424630313007],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'  OR ISNULL(SUM([TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_P1_PRESTADOR]) < SUM([DESV_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_MEDIANA])) THEN  [DESV_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_NORM_MIN_MAX ] * -1 ELSE [DESV_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_NORM_MIN_MAX ] END ,// CALCULO FINAL 
294,[DESV_TAXA_INTERNACAO_UTI_NEO_FINAL],[DESV_TAXA_INTERNACAO_UTI_ADULTO_FINAL (copy)_895653424714305630],IF ATTR([NME_FANTASIA_PRESTADOR]) = 'PRESTADOR'  OR ISNULL(SUM([TAXA_INTERNACAO_UTI_NEO_P1_PRESTADOR])) THEN NULL ELSEIF (SUM([TAXA_INTERNACAO_UTI_NEO_P1_PRESTADOR]) < SUM([DESV_TAXA_INTERNACAO_UTI_NEO_MEDIANA])) THEN  [DESV_TAXA_INTERNACAO_UTI_NEO_NORM_MIN_MAX] * -1 ELSE [DESV_TAXA_INTERNACAO_UTI_NEO_NORM_MIN_MAX] END ,// CALCULO FINAL 
295,[DESV_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_MAX],[DESV_TAXA_INTERNACAO_UTI_ADULTO_MAX (copy)_895653424630313009],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TEMPO_MEDIO_INTERNACAO_UTI_ADULTO_SOMA]) } )) } ,// MIN 
296,[DESV_TAXA_INTERNACAO_UTI_NEO_MAX],[DESV_TAXA_INTERNACAO_UTI_ADULTO_MAX (copy)_895653424714305632],{ FIXED : MAX (( { FIXED [NME_FANTASIA_PRESTADOR]:  ([DESV_TAXA_INTERNACAO_UTI_NEO_SOMA]) } )) } ,// MIN 
